Route_Length_km,Road_Type,Accident_Count,Incident_Severity,Weather_Risk,Crowd_Level,Elevation,Slope,Time_of_Day,Season,Risk_Score
29.01428612819832,0,0,0.7158425631014783,0.6108693118076979,0.949336291841377,183.55586841671385,17.602957459175226,0,2,0.4655513120964545
6.73931655089634,0,4,0.11505036275730868,0.12579695015906606,0.8473196668199093,521.8253466306325,15.907732639963283,0,0,0.3780538844185691
2.3618183112843045,2,1,0.17388953906368665,0.5196077469978068,0.4333600204391434,1789.6726488128243,17.45024095292959,1,1,0.32265528349857087
61.87787356776066,1,0,0.31792333826273994,0.4380420589413274,0.9366123043169211,32.367428097991336,17.22825992500674,0,1,0.44364593270081754
8.04440910834439,0,5,0.41941550986960807,0.5975620109345797,0.40799453651891626,2.085639159357211,7.664378633395039,0,1,0.408639959210817
48.1814801189647,2,1,0.4808101713629077,0.3178869108172816,0.3629089769313895,2723.6319006939075,16.13837470965123,1,0,0.35811316600688164
17.355662654385064,1,0,0.30131350355933467,0.5277085047328711,0.7533575062051213,2466.8383657513436,10.548503798448218,0,1,0.37444068765193145
26.344444004024318,0,0,0.5112243597067931,0.07464082043098946,0.4071184946077009,269.56625655812377,11.398664095931771,1,2,0.1804317256107672
3.7941544756844783,1,3,0.35092237679942595,0.16600412996922628,0.14257373678999433,58.57289633941335,10.750123441215575,1,0,0.22115761541723858
51.409207415865716,2,2,0.5428000988184184,0.21068320075646016,0.4617492454422517,1488.0646201251159,12.862298882786266,1,2,0.4496910480509679
70.46805777392568,2,3,0.6661762655944171,0.6014050218376729,0.718807246864895,162.793390412273,10.65499311509058,0,3,0.5240403909439013
25.399871061972217,0,0,0.3330365505210533,0.5033162272506221,0.4224925589153173,81.24967537862227,3.8254473779459586,0,0,0.355436996027971
20.984533294122407,0,4,0.2538517193540693,0.12633862680884547,0.8128423227225723,119.55142031921203,21.530186312528926,1,3,0.35268546895332153
13.258688541628594,0,3,0.2769732644457339,0.717026401920434,0.5533273317618836,1558.1798393395648,5.01840384143525,0,0,0.48875916914067574
9.019776108216423,0,4,0.6905100494924743,0.15741528778400207,0.797833711871605,270.76587200387,8.086201617041958,0,3,0.4554654359001442
77.50309835254025,1,2,0.6409845843557149,0.1258144640668293,0.5969786823046872,266.3112548274899,4.5827063079031065,1,2,0.42905990404411715
8.57488047432285,2,1,0.44076454550549343,0.2785009551099204,0.674064577452769,3.4060934302257206,12.581748482704716,1,1,0.2783707876469207
44.285604314093035,0,1,0.41393053290377585,0.5373407990849892,0.1648513618667102,188.26742402521904,17.674166608681656,0,3,0.31366504528733197
6.961060782412294,0,1,0.5952618252962205,0.2334343223878603,0.24039951481547503,284.9399739875772,19.435520965770294,2,0,0.2526046789770667
78.49571989073016,2,1,0.3782742671822289,0.37367047521397306,0.6003124764680128,38.747824545448495,14.98279945877999,1,2,0.41102508847178965
20.406154018075867,2,3,0.3392271129138146,0.3215326706121974,0.9269517835936619,717.9065604279604,23.028924364570337,2,3,0.43641142575481146
3.1765878474323035,1,2,0.1391060998990294,0.6840244198706983,0.28470710322515363,57.68670564260123,7.445119939730734,0,0,0.27797602195493576
17.28539722096151,0,2,0.1929515355161252,0.3965557887272027,0.5102365673151695,742.6963674837268,14.61245570444613,1,1,0.36842972335748886
2.8573760907182084,0,1,0.18774747341068193,0.1286393569935784,0.635512264275899,223.631842255299,3.1097263893738907,0,2,0.12031982035177374
9.892121990343838,0,1,0.588256915612095,0.4046951940909022,0.681754853461133,3923.676083188422,5.385829355453338,0,2,0.4665091480139022
9.435007913020687,1,0,0.24734816869149664,0.11331563201904724,0.6894254731962124,159.77682976547575,12.14194132562609,0,3,0.27077378487133663
23.630054444478585,1,1,0.2846216260953703,0.4023747269948125,0.33839847553013164,238.58019355796705,14.34786522371022,1,1,0.3495757788616915
9.017604326504866,0,1,0.40368367583791037,0.681172268968799,0.7951428369697586,701.8867375885034,12.295530089794383,1,1,0.4478415781761081
16.234441355910967,0,3,0.44964411726006726,0.6628787224075465,0.49849632437016794,162.81733300427885,11.364753628646906,0,1,0.4561552058983147
13.067028062321604,1,0,0.7564327237072158,0.618564829621104,0.3342475833587685,1783.095114601888,5.910274588550519,2,0,0.5187853373005268
46.759862082295044,0,1,0.5047905334215588,0.5158914970962754,0.20635082524087522,42.257106113939955,8.152523758330576,1,2,0.38252736483888705
38.90179834348757,0,1,0.40013982351143496,0.41135294597195643,0.6135310313466042,977.8093599151397,5.625128470076863,0,1,0.2747081937053561
39.09640652476355,2,1,0.15187198446248584,0.08308848670360107,0.44953479147874054,69.32243897642142,5.803837869761811,1,0,0.2826681140966348
66.11334659278296,2,2,0.5186202515936768,0.6295938319030155,0.9076917266426888,177.0884827544423,3.469556727561235,1,1,0.5871148101895922
8.108846353278086,2,2,0.38065737762592156,0.7403050260641204,0.5684486458180996,1545.976691368667,11.566762040781452,0,1,0.37760329527798814
7.211363106814914,0,4,0.03182515373367095,0.18967852980850788,0.838909537986036,215.71377155527364,3.612487620663571,1,3,0.3339102651714457
2.2494650804902774,1,1,0.5400619758817983,0.2888534231552377,0.7812670808825001,245.7306953022599,0.0,0,3,0.36559807293502405
3.0945490473516912,1,5,0.3859668577082706,0.06825218758556122,0.4438620695798891,3655.1066274732834,8.293820992273668,0,3,0.4022208778596647
12.411337715545576,0,1,0.30754494225899154,0.7917947099964368,0.5974652215504684,1553.173527125968,15.707196721643566,1,3,0.4455103783880909
4.805694523613681,1,4,0.22547387452579787,0.7410921844311296,0.31318511111502495,561.904665438077,11.873717860292166,0,1,0.5051402980446167
41.58358506917217,1,2,0.2672206172906669,0.3753988345767015,0.4309521827360607,278.3256849585639,16.367252038779792,0,3,0.40353201184430526
14.476352296452461,1,0,0.3274929949801275,0.44548362355811577,0.5959890899976634,77.92613512809787,3.61362204369237,0,2,0.10010985030931782
26.493619318502983,1,2,0.22595535157129767,0.4824547521116068,0.4417521535843344,3702.1768979973212,7.037413051221627,1,0,0.40080827343917147
8.543736192952498,0,3,0.5290968362282151,0.6686984414677055,0.24172519890581895,30.75291839720378,0.0,0,2,0.3484312237265862
32.28710169062564,2,2,0.25997583701216537,0.6431290755511189,0.38075560476297454,2183.1488174955234,15.666851578394827,0,1,0.41756965372083105
43.7107601174335,1,1,0.5266535004607152,0.08197902393621988,0.47999394593093103,228.30719728289966,11.572169357611761,1,1,0.3560334530040896
2.938465511699156,0,1,0.08171907050074234,0.5559653251145411,0.16314473411980232,1133.9782633518512,0.0,0,1,0.20268690318447694
12.849910858030265,1,1,0.31934209960537596,0.7866289370590035,0.3381232389039127,240.17600973272485,21.194843492688015,0,3,0.3867641385038708
